[2m2023-04-07T03:28:12.971495Z[0m [32m INFO[0m [2msqlx::query[0m[2m:[0m SELECT bpc.id, name, number, …; rows affected: 21017, rows returned: 21017, elapsed: 281.325ms

SELECT
  bpc.id,
  name,
  number,
  rarity,
  sale_price,
  bpcs.cardset_name,
  bpcs.ref as cardset_ref,
  set_id,
  last_fetched_at,
  remark
FROM
  bigweb_pokemon_card bpc
  LEFT JOIN bigweb_pokemon_cardset bpcs ON bpc.set_id = bpcs.id
  
ProductId,Brand,Set,Edition,Series,Rarity,Material,ReleaseYear,Language,CardNameEnglish,CardNameChinese,CardNameJapanese,CardNumber,Image,Value,Reference,Remark,Remark1,Remark2,Remark3,Remark4,Remark5,Remark6,Remark7,Remark8,Remark9,Remark10,Enable,P_Language,id
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,ヘビーボール,118【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718126,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,炸裂バルーン,124【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718132,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,闘魂のまわし,126【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718134,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,ミュウツーソウルリンク,133【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718141,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,ルカリオソウルリンク,135【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718143,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,アズサ,137【XY】 ,,,xy best,,20230331174036,31/03/2023 17:40,5307,718145,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,N,139【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718147,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,鍛冶屋,141【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718149,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,コルニ,144【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718152,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,サナ,146【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718154,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,フウロ,148【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718156,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,ポケモンレンジャー,152【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718160,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,巨大植物の森,154【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718162,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,次元の谷,156【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718164,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,パラレルシティ,159【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718167,,,,,【ミラー】,,,,
,Pokemon,EXバトルブースト ,,,,,,ja,,,バッフロン,91,,,ebb,,20230331174036,31/03/2023 17:40,5951,3020554,,,,,,,,,
,Pokemon,ファントムゲート ,,,C,,,ja,,,ランプラー,,,90,xy4,,20230331174036,31/03/2023 17:40,5330,717277,,,,,,,,,
,Pokemon,トレーナーバトルデッキ「タケシ」「カスミ」 ,,,TD,,,ja,,,カラカラ,12,,,smk,,20230331174035,31/03/2023 17:40,6037,3025435,,,,,,,,,
,Pokemon,禁断の光 ,,,U,,,ja,,,エネポーター,,,45,sm6,,20230331174035,31/03/2023 17:40,5664,3070261,,,,,,,,,
,Pokemon,トレーナーバトルデッキ「タケシ」「カスミ」 ,,,TD,,,ja,,,サイドン,14,,,smk,,20230331174035,31/03/2023 17:40,6037,3025437,,,,,,,,,
,Pokemon,トレーナーバトルデッキ「タケシ」「カスミ」 ,,,TD,,,ja,,,ネストボール,17,,,smk,,20230331174035,31/03/2023 17:40,6037,3025440,,,,,,,,,
,Pokemon,トレーナーバトルデッキ「タケシ」「カスミ」 ,,,TD,,,ja,,,カスミの水さばき,21,,,smk,,20230331174035,31/03/2023 17:40,6037,3025444,,,,,,,,,
,Pokemon,トレーナーバトルデッキ「タケシ」「カスミ」 ,,,TD,,,ja,,,カスミのハナダシティジム,29,,,smk,,20230331174035,31/03/2023 17:40,6037,3025452,,,,,,,,,
,Pokemon,スターターセット草･炎･水 ,,,TD,,,ja,,,モクロー,2,,,sma,,20230331174036,31/03/2023 17:40,5338,716316,,,,,,,,,
,Pokemon,EXバトルブースト ,,,,,,ja,,,モノズ,81,,,ebb,,20230331174036,31/03/2023 17:40,5951,3020634,,,,,【ミラー】,,,,
,Pokemon,トレーナーバトルデッキ「タケシ」「カスミ」 ,,,TD,,,ja,,,ゴローン,9,,,smk,,20230331174035,31/03/2023 17:40,6037,3025432,,,,,,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,SR,,,ja,,,サンダースEX,173【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,717867,,,,,,,,,
,Pokemon,スターターセット草･炎･水 ,,,TD,,,ja,,,ガーディ,7,,,sma,,20230331174036,31/03/2023 17:40,5338,716320,,,,,,,,,
,Pokemon,スターターセット草･炎･水 ,,,TD,,,ja,,,アシマリ,12,,,sma,,20230331174036,31/03/2023 17:40,5338,716324,,,,,,,,,
,Pokemon,スターターセット草･炎･水 ,,,TD,,,ja,,,シズクモ,15,,,sma,,20230331174036,31/03/2023 17:40,5338,716326,,,,,,,,,
,Pokemon,スターターセット草･炎･水 ,,,TD,,,ja,,,ヒドイデ,21,,,sma,,20230331174036,31/03/2023 17:40,5338,716332,,,,,,,,,
,Pokemon,スターターセット草･炎･水 ,,,TD,,,ja,,,ハリテヤマ,24,,,sma,,20230331174036,31/03/2023 17:40,5338,716335,,,,,,,,,
,Pokemon,スターターセット草･炎･水 ,,,TD,,,ja,,,アローラニャース,26,,,sma,,20230331174036,31/03/2023 17:40,5338,716337,,,,,,,,,
,Pokemon,スターターセット草･炎･水 ,,,TD,,,ja,,,エアームド,29,,,sma,,20230331174036,31/03/2023 17:40,5338,716340,,,,,,,,,
,Pokemon,スターターセット草･炎･水 ,,,TD,,,ja,,,ガルーラ,33,,,sma,,20230331174036,31/03/2023 17:40,5338,716344,,,,,,,,,
,Pokemon,スターターセット草･炎･水 ,,,TD,,,ja,,,ハーデリア,35,,,sma,,20230331174036,31/03/2023 17:40,5338,716346,,,,,,,,,
,Pokemon,スターターセット草･炎･水 ,,,TD,,,ja,,,クラッシュハンマー,40,,,sma,,20230331174036,31/03/2023 17:40,5338,716351,,,,,,,,,
,Pokemon,スターターセット草･炎･水 ,,,TD,,,ja,,,ふしぎなアメ,45,,,sma,,20230331174036,31/03/2023 17:40,5338,716356,,,,,,,,,
,Pokemon,スターターセット草･炎･水 ,,,TD,,,ja,,,むしよけスプレー,48,,,sma,,20230331174036,31/03/2023 17:40,5338,716359,,,,,,,,,
,Pokemon,スターターセット草･炎･水 ,,,TD,,,ja,,,学習装置,51,,,sma,,20230331174036,31/03/2023 17:40,5338,716362,,,,,,,,,
,Pokemon,スターターセット草･炎･水 ,,,TD,,,ja,,,スカル団のしたっぱ,55,,,sma,,20230331174036,31/03/2023 17:40,5338,716366,,,,,,,,,
,Pokemon,イワンコ全力デッキ ,,,TD,,,ja,,,ワンリキー,SMP1/006 ,,,smp1,,20230331174036,31/03/2023 17:40,5358,716305,,,,,,,,,
,Pokemon,EXバトルブースト ,,,,,,ja,,,サンダー,38,,,ebb,,20230331174036,31/03/2023 17:40,5951,3020596,,,,,【ミラー】,,,,
,Pokemon,EXバトルブースト ,,,,,,ja,,,ゾロアーク,74,,,ebb,,20230331174036,31/03/2023 17:40,5951,3020627,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,SR,,,ja,,,レジロックEX,175【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,717869,,,,,,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,SR,,,ja,,,ギルガルドEX,179【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,717873,,,,,,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,SR,,,ja,,,オカルトマニア,181【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,717875,,,,,,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,SR,,,ja,,,カリン,183【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,717877,,,,,,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,SR,,,ja,,,サナ,185【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,717879,,,,,,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,ラフレシア,3【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,717883,,,,,,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,グレイシアEX,20【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,717900,,,,,,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,サンダースEX,32【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,717912,,,,,,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,MフーディンEX,41【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,717921,,,,,,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,MミュウツーEX,43【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,717923,,,,,,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,ヤブクロン,49【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,717929,,,,,,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,ジガルデEX,69【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,717949,,,,,,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,ダークライEX,72【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,717952,,,,,,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,ジラーチ,80【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,717960,,,,,,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,MサーナイトEX,92【XY】 ,,,xy best,,20230331174036,31/03/2023 17:40,5307,717972,,,,,,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,シェイミEX,106【XY】 ,,,xy best,,20230331174036,31/03/2023 17:40,5307,717986,,,,,,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,ダートじてんしゃ,110【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,717990,,,,,,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,時のパズル,112【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,717992,,,,,,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,レベルボール,121【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718001,,,,,,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,N,139【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718019,,,,,,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,灼熱の大地,157【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718037,,,,,,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,ダブルドラゴンエネルギー,171【XY】 ,,,xy best,,20230331174036,31/03/2023 17:40,5307,718051,,,,,,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,ラフレシア,3【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718054,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,アリアドス,5【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718056,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,エンテイ,11【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718060,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,フリーザー,17【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718063,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,ホワイトキュレム,23【XY】 なんば店で展示中(1枚),,,xy best,,20230331174036,31/03/2023 17:40,5307,718066,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,ゲコガシラ,25【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718068,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,ゲッコウガ,27【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718070,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,ライコウ,33【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718074,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,ズバット,37【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718076,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,ミュウ,44【XY】 なんば店で展示中(1枚),,,xy best,,20230331174036,31/03/2023 17:40,5307,718079,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,ソーナンス,47【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718081,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,ヒトモシ,51【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718085,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,バケッチャ,56【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718089,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,チャーレム,60【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718092,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,メレシー,65【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718094,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,ジガルデ,68【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718096,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,ゾロアーク,74【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718098,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,イベルタル,78【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718100,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,ヒードラン,84【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718104,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,バリヤード,90【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718107,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,イーブイ,100【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718112,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,ルギア,102【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718114,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,スペシャルチャージ,108【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718116,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,ダートじてんしゃ,110【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718118,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,時のパズル,112【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718120,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,レベルボール,121【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718129,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,ちからのハチマキ,125【XY】 ,,,xy best,,20230331174036,31/03/2023 17:40,5307,718133,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,パワーメモリ,127【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718135,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,サメハダーソウルリンク,129【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718137,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,フーディンソウルリンク,132【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718140,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,レックウザソウルリンク,136【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718144,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,AZ,138【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718146,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,オカルトマニア,140【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718148,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,カリン,142【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718150,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,こわいおねえさん,145【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718153,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,センパイとコウハイ,147【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718155,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,プラターヌ博士,149【XY】 ,,,xy best,,20230331174036,31/03/2023 17:40,5307,718157,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,うねりの大海,153【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718161,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,サイレントラボ,155【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718163,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,スカイフィールド,158【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718166,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,フェアリーガーデン,160【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718168,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,バーニングエネルギー,163【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718171,,,,,【ミラー】,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,フラッシュエネルギー,165【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718173,,,,,【ミラー】,,,,
,Pokemon,EXバトルブースト ,,,,,,ja,,,エンペルト,27,,,ebb,,20230331174036,31/03/2023 17:40,5951,3020587,,,,,【ミラー】,,,,
,Pokemon,ファントムゲート ,,,C,,,ja,,,バケッチャ,,,90,xy4,,20230331174036,31/03/2023 17:40,5330,717278,,,,,,,,,
,Pokemon,タイダルストーム ,,,SR,,,ja,,,ゲンシカイオーガEX,73,,,xy5,,20230331174036,31/03/2023 17:40,5329,717122,,,,,,,,,
,Pokemon,SM プロモーションカード ,,,,,,ja,,,ガオガエン,113,,90,sm-p,,20230331174035,31/03/2023 17:40,5362,720620,,,,,,,,,
,Pokemon,タイダルストーム ,,,SR,,,ja,,,サーナイトEX,75,,,xy5,,20230331174036,31/03/2023 17:40,5329,717124,,,,,,,,,
,Pokemon,タイダルストーム ,,,SR,,,ja,,,アオギリの切り札,77,,,xy5,,20230331174036,31/03/2023 17:40,5329,717126,,,,,,,,,
,Pokemon,タイダルストーム ,,,RR,,,ja,,,ホエルオーEX,17,,,xy5,,20230331174036,31/03/2023 17:40,5329,717128,,,,,,,,,
,Pokemon,プレミアムトレーナーボックス VSTAR ,,,TD,,,ja,,,コルニの気合い,023,,72,sk,,20230331174035,31/03/2023 17:40,7160,3210741,,,,,,,,,
,Pokemon,タイダルストーム ,,,RR,,,ja,,,ゲンシカイオーガEX,32,,,xy5,,20230331174036,31/03/2023 17:40,5329,717130,,,,,,,,,
,Pokemon,タイダルストーム ,,,RR,,,ja,,,サーナイトEX,,,,xy5,,20230331174036,31/03/2023 17:40,5329,717132,,,,,,,,,
,Pokemon,タイダルストーム ,,,R,,,ja,,,ラグラージ,15,,,xy5,,20230331174036,31/03/2023 17:40,5329,717135,,,,,,,,,
,Pokemon,ダークラッシュ ,,,UR,,,ja,,,ポケモンキャッチャー,76,,,bw4,,20230331174036,31/03/2023 17:40,5934,3018978,,,,,,,,,
,Pokemon,ダークラッシュ ,,,SR,,,ja,,,ライコウEX,71,,,bw4,,20230331174036,31/03/2023 17:40,5934,3018980,,,,,,,,,
,Pokemon,ダークラッシュ ,,,SR,,,ja,,,トルネロスEX,73,,,bw4,,20230331174036,31/03/2023 17:40,5934,3018982,,,,,,,,,
,Pokemon,ハイクラスパック THE BEST OF XY ,,,,,,ja,,,ワンダーエネルギー,170【XY】,,,xy best,,20230331174036,31/03/2023 17:40,5307,718178,,,,,【ミラー】,,,,
,Pokemon,【マグマ団VSアクア団 ダブルクライシス】 ,,,C,,,ja,,,マグマ団のザングース,022/CP1,,,cp1,,20230331174036,31/03/2023 17:40,5327,723329,,,,,,,,,
,Pokemon,青い衝撃 ,,,UR,,,ja,,,ミュウツーEX,65,,,xy8,,20230331174036,31/03/2023 17:40,5323,716720,,,,,,,,,
,Pokemon,エメラルドブレイク ,,,SR,,,ja,,,MエルレイドEX,81,,,xy6,,20230331174036,31/03/2023 17:40,5326,716951,,,,,,,,,
,Pokemon,【ポケキュンコレクション】 ,,,U,,,ja,,,リザードン,005/CP3　,,,cp3,,20230331174036,31/03/2023 17:40,5320,723244,,,,,,,,,
,Pokemon,【ポケキュンコレクション】 ,,,U,,,ja,,,デデンネ,012/CP3,,,cp3,,20230331174036,31/03/2023 17:40,5320,723246,,,,,,,,,
,Pokemon,【ポケキュンコレクション】 ,,,U,,,ja,,,ニャオニクス,017/CP3,,,cp3,,20230331174036,31/03/2023 17:40,5320,723248,,,,,,,,,
,Pokemon,【ポケキュンコレクション】 ,,,U,,,ja,,,ペロリーム,024/CP3,,,cp3,,20230331174036,31/03/2023 17:40,5320,723252,,,,,,,,,
,Pokemon,【ポケキュンコレクション】 ,,,U,,,ja,,,チルタリス,029/CP3,,,cp3,,20230331174036,31/03/2023 17:40,5320,723254,,,,,,,,,
,Pokemon,【ポケキュンコレクション】 ,,,C,,,ja,,,ヒトカゲ,003/CP3,,,cp3,,20230331174036,31/03/2023 17:40,5320,723258,,,,,,,,,
,Pokemon,【ポケキュンコレクション】 ,,,C,,,ja,,,ユキワラシ,008/CP3,,,cp3,,20230331174036,31/03/2023 17:40,5320,723260,,,,,,,,,
,Pokemon,【ポケキュンコレクション】 ,,,C,,,ja,,,ソーナンス,013/CP3,,,cp3,,20230331174036,31/03/2023 17:40,5320,723262,,,,,,,,,
,Pokemon,【ポケキュンコレクション】 ,,,C,,,ja,,,ニャスパー,016/CP3,,,cp3,,20230331174036,31/03/2023 17:40,5320,723264,,,,,,,,,
,Pokemon,破天の怒り ,,,UR,,,ja,,,ギャラドスEX,89,,,xy9,,20230331174036,31/03/2023 17:40,5321,716631,,,,,,,,,
,Pokemon,青い衝撃 ,,,SR,,,ja,,,MオニゴーリEX,61,,,xy8,,20230331174036,31/03/2023 17:40,5323,716722,,,,,,,,,
,Pokemon,青い衝撃 ,,,SR,,,ja,,,MミュウツーEX,63,,,xy8,,20230331174036,31/03/2023 17:40,5323,716724,,,,,,,,,
,Pokemon,破天の怒り ,,,SR,,,ja,,,ホウオウEX,88,,,xy9,,20230331174036,31/03/2023 17:40,5321,716639,,,,,,,,,
,Pokemon,破天の怒り ,,,RR,,,ja,,,MギャラドスEX,19,,,xy9,,20230331174036,31/03/2023 17:40,5321,716641,,,,,,,,,
,Pokemon,破天の怒り ,,,RR,,,ja,,,エーフィEX,35,,,xy9,,20230331174036,31/03/2023 17:40,5321,716644,,,,,,,,,
,Pokemon,破天の怒り ,,,RR,,,ja,,,ハッサムEX,57,,,xy9,,20230331174036,31/03/2023 17:40,5321,716647,,,,,,,,,
,Pokemon,破天の怒り ,,,R,,,ja,,,ヤドキング,15,,,xy9,,20230331174036,31/03/2023 17:40,5321,716652,,,,,,,,,
,Pokemon,破天の怒り ,,,U,,,ja,,,ドレディア,8,,,xy9,,20230331174036,31/03/2023 17:40,5321,716659,,,,,,,,,
,Pokemon,破天の怒り ,,,U,,,ja,,,ガマゲロゲ,24,,,xy9,,20230331174036,31/03/2023 17:40,5321,716662,,,,,,,,,
,Pokemon,破天の怒り ,,,U,,,ja,,,コノハナ,53,,,xy9,,20230331174036,31/03/2023 17:40,5321,716669,,,,,,,,,
,Pokemon,破天の怒り ,,,C,,,ja,,,ベイリーフ,2,,,xy9,,20230331174036,31/03/2023 17:40,5321,716685,,,,,,,,,
,Pokemon,破天の怒り ,,,C,,,ja,,,テッシード,59,,,xy9,,20230331174036,31/03/2023 17:40,5321,716713,,,,,,,,,
,Pokemon,破天の怒り ,,,C,,,ja,,,ニャルマー,69,,,xy9,,20230331174036,31/03/2023 17:40,5321,716718,,,,,,,,,
,Pokemon,破天の怒り ,,,C,,,ja,,,ボクレー,,,252,xy9,,20230331174036,31/03/2023 17:40,5321,716709,,,,,,,,,
,Pokemon,破天の怒り ,,,U,,,ja,,,炸裂バルーン,73,,,xy9,,20230331174036,31/03/2023 17:40,5321,3012964,,,,,,,,,
,Pokemon,ライジングフィスト ,,,UR,,,ja,,,MヘラクロスEX,104,,,xy3,,20230331174036,31/03/2023 17:40,5331,717295,,,,,,,,,
,Pokemon,ライジングフィスト ,,,SR,,,ja,,,ヘラクロスEX,97,,,xy3,,20230331174036,31/03/2023 17:40,5331,717297,,,,,,,,,
,Pokemon,ライジングフィスト ,,,SR,,,ja,,,ルカリオEX,99,,,xy3,,20230331174036,31/03/2023 17:40,5331,717299,,,,,,,,,
